# TASK-21593. One row per index name declared under tldw_chatbook/DB.
# Columns: <index name>\t<status>\t<note>.
#
# `plan-pinned`    a test names this index alongside EXPLAIN QUERY PLAN and a
#                  sqlite_stat1-absence assertion. This is the status new
#                  indexes should get.
# `pre-convention` predates TASK-21593's guard. No pin is demanded
#                  retroactively; the point is that the NEXT index cannot be
#                  added without someone choosing between these two words.
#
# Why this file exists at all: scripts/check_index_plan_pins.py, and the two
# measurements in its docstring where a textbook index was simply never
# chosen because no media DB has ever run ANALYZE.

rag_evidence_snapshots_content_dedupe_uq	pre-convention	plan never captured without stats
rag_message_trace_owners_active_message_uq	pre-convention	plan never captured without stats
uq_briefings_generating_watchlist	pre-convention	branch index predates TASK-21593; partial UNIQUE claim invariant, not a read optimization
uq_console_trace_calls_idempotency	plan-pinned	Tests/DB/test_chachanotes_v56_console_trace_query_plans.py
uq_console_trace_calls_owner_sequence	plan-pinned	Tests/DB/test_chachanotes_v56_console_trace_query_plans.py
uq_console_trace_semantic_revisions_live_message	plan-pinned	Tests/DB/test_chachanotes_v56_console_trace_query_plans.py
uq_keyword_collections_sync_id	plan-pinned	Tests/DB/test_chachanotes_notes_organization_migration.py
uq_keywords_sync_id	plan-pinned	Tests/DB/test_chachanotes_notes_organization_migration.py
uq_local_watchlist_runs_active_source	pre-convention	branch index predates TASK-21593; partial UNIQUE claim invariant, not a read optimization
uq_note_folder_memberships_active_owner	pre-convention	plan never captured without stats
uq_note_folders_active_normalized_path	pre-convention	plan never captured without stats
uq_note_folders_sync_id	plan-pinned	Tests/DB/test_chachanotes_notes_organization_migration.py
uq_note_organization_receipts_unresolved_note	plan-pinned	Tests/DB/test_chachanotes_note_organization_receipts_migration.py
